Date,stations_id,qn_6,rs,rsf,sh_tag,nsh_tag,eor,date_from,date_to,altitude,latitude,longitude,name,state,CUM
1/2/2017,3366,9,2.7,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,566.3
1/3/2017,3366,9,0,4,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,566.3
1/4/2017,3366,9,0.4,4,4,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,566.7
1/5/2017,3366,9,0.2,4,4,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,566.9
1/6/2017,3366,9,0,0,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,566.9
1/7/2017,3366,9,4.3,4,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,571.2
1/8/2017,3366,9,0.8,4,11,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,572
1/9/2017,3366,9,0,4,12,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,572
1/10/2017,3366,9,0,0,11,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,572
1/11/2017,3366,9,4,4,10,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,576
1/12/2017,3366,9,7,4,7,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583
1/13/2017,3366,9,0,4,3,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583
1/14/2017,3366,9,0.3,4,3,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583.3
1/15/2017,3366,9,0.2,4,4,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583.5
1/16/2017,3366,9,0.4,4,4,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583.9
1/17/2017,3366,9,0,4,6,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583.9
1/18/2017,3366,9,0,0,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583.9
1/19/2017,3366,9,0,0,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583.9
1/20/2017,3366,9,0,0,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583.9
1/21/2017,3366,9,0,4,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583.9
1/22/2017,3366,9,0,4,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583.9
1/23/2017,3366,9,0,4,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,583.9
1/24/2017,3366,9,0.1,4,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,584
1/25/2017,3366,9,0,4,6,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,584
1/26/2017,3366,9,0,0,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,584
1/27/2017,3366,9,0,0,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,584
1/28/2017,3366,9,0,0,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,584
1/29/2017,3366,9,0,0,6,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,584
1/30/2017,3366,9,2.5,4,6,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,586.5
1/31/2017,3366,9,6.6,4,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.1
2/1/2017,3366,9,0.1,4,5,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.2
2/2/2017,3366,9,0,0,4,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.2
2/3/2017,3366,9,0.4,4,3,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.6
2/4/2017,3366,9,0,4,3,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.6
2/5/2017,3366,9,0,0,2,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.6
2/6/2017,3366,9,0.2,4,2,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.8
2/7/2017,3366,9,0,0,2,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.8
2/8/2017,3366,9,0,0,2,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.8
2/9/2017,3366,9,0,0,2,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.8
2/10/2017,3366,9,0,0,2,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.8
2/11/2017,3366,9,0,0,2,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.8
2/12/2017,3366,9,0,0,2,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.8
2/13/2017,3366,9,0,0,2,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.8
2/14/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.8
2/15/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,593.8
2/16/2017,3366,9,1.3,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,595.1
2/17/2017,3366,9,7,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,602.1
2/18/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,602.1
2/19/2017,3366,9,1.6,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,603.7
2/20/2017,3366,9,2.2,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,605.9
2/21/2017,3366,9,6.1,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,612
2/22/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,612
2/23/2017,3366,9,0.2,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,612.2
2/24/2017,3366,9,0.1,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,612.3
2/25/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,612.3
2/26/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,612.3
2/27/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,612.3
2/28/2017,3366,9,16.5,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,628.8
3/1/2017,3366,9,11.1,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,639.9
3/2/2017,3366,9,0.4,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,640.3
3/3/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,640.3
3/4/2017,3366,9,0.1,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,640.4
3/5/2017,3366,9,1.8,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,642.2
3/6/2017,3366,9,2.4,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,644.6
3/7/2017,3366,9,1.4,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,646
3/8/2017,3366,9,10.9,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,656.9
3/9/2017,3366,9,14.3,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,671.2
3/10/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,671.2
3/11/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,671.2
3/12/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,671.2
3/13/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,671.2
3/14/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,671.2
3/15/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,671.2
3/16/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,671.2
3/17/2017,3366,9,0.8,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,672
3/18/2017,3366,9,7.3,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,679.3
3/19/2017,3366,9,1,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,680.3
3/20/2017,3366,9,0.1,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,680.4
3/21/2017,3366,9,1.3,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,681.7
3/22/2017,3366,9,2.1,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
3/23/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
3/24/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
3/25/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
3/26/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
3/27/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
3/28/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
3/29/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
3/30/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
3/31/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
4/1/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
4/2/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
4/3/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,683.8
4/4/2017,3366,9,1.5,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,685.3
4/5/2017,3366,9,0.6,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,685.9
4/6/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,685.9
4/7/2017,3366,9,0.1,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,686
4/8/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,686
4/9/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,686
4/10/2017,3366,9,0.9,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,686.9
4/11/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,686.9
4/12/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,686.9
4/13/2017,3366,9,0.6,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,687.5
4/14/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,687.5
4/15/2017,3366,9,4,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,691.5
4/16/2017,3366,9,2.2,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,693.7
4/17/2017,3366,9,8.3,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,702
4/18/2017,3366,9,4.8,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,706.8
4/19/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,706.8
4/20/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,706.8
4/21/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,706.8
4/22/2017,3366,9,3,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,709.8
4/23/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,709.8
4/24/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,709.8
4/25/2017,3366,9,5.5,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,715.3
4/26/2017,3366,9,14.8,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,730.1
4/27/2017,3366,9,13.8,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,743.9
4/28/2017,3366,9,12.4,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,756.3
4/29/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,756.3
4/30/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,756.3
5/1/2017,3366,9,10.5,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,766.8
5/2/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,766.8
5/3/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,766.8
5/4/2017,3366,9,7.6,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,774.4
5/5/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,774.4
5/6/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,774.4
5/7/2017,3366,9,2.9,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,777.3
5/8/2017,3366,9,15.1,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,792.4
5/9/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,792.4
5/10/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,792.4
5/11/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,792.4
5/12/2017,3366,9,11.4,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,803.8
5/13/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,803.8
5/14/2017,3366,9,0.4,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,804.2
5/15/2017,3366,9,11.3,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,815.5
5/16/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,815.5
5/17/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,815.5
5/18/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,815.5
5/19/2017,3366,9,12.9,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,828.4
5/20/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,828.4
5/21/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,828.4
5/22/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,828.4
5/23/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,828.4
5/24/2017,3366,9,2.8,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,831.2
5/25/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,831.2
5/26/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,831.2
5/27/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,831.2
5/28/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,831.2
5/29/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,831.2
5/30/2017,3366,9,1.2,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,832.4
5/31/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,832.4
6/1/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,832.4
6/2/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,832.4
6/3/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,832.4
6/4/2017,3366,9,0.8,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,833.2
6/5/2017,3366,9,4.7,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,837.9
6/6/2017,3366,9,6.6,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,844.5
6/7/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,844.5
6/8/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,844.5
6/9/2017,3366,9,2.4,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,846.9
6/10/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,846.9
6/11/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,846.9
6/12/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,846.9
6/13/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,846.9
6/14/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,846.9
6/15/2017,3366,9,0.2,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,847.1
6/16/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,847.1
6/17/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,847.1
6/18/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,847.1
6/19/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,847.1
6/20/2017,3366,9,0.1,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,847.2
6/21/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,847.2
6/22/2017,3366,9,2.9,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,850.1
6/23/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,850.1
6/24/2017,3366,9,0,0,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,850.1
6/25/2017,3366,9,0.8,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,850.9
6/26/2017,3366,9,3.8,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,854.7
6/27/2017,3366,9,13.8,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,868.5
6/28/2017,3366,9,3.7,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,872.2
6/29/2017,3366,9,5.4,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,877.6
6/30/2017,3366,9,0,4,,,eor,1/1/1953,6/29/2020,406,48.279,12.5024,Mühldorf,Bayern,877.6
